Year_Before,Year_After,Medals_Before,Medals_After,Delta_Medals,Repeat_Rate,Coaching_Effect_%,File
2020,2024,0,0,0,0.0,0.0,Austria_CRD_mens.csv
1992,1996,0,0,0,0.0,0.0,Argentina_SAL_womens.csv
1996,2000,0,1,1,0.667,66.67,Argentina_SAL_womens.csv
2000,2004,1,0,-1,0.75,-75.0,Argentina_SAL_womens.csv
2004,2008,0,0,0,0.25,0.0,Argentina_SAL_womens.csv
2008,2012,0,0,0,0.75,0.0,Argentina_SAL_womens.csv
2012,2016,0,1,1,0.2,20.0,Argentina_SAL_womens.csv
2016,2020,1,0,-1,0.286,-28.57,Argentina_SAL_womens.csv
2020,2024,0,1,1,0.25,25.0,Argentina_SAL_womens.csv
1972,1988,0,0,0,0.0,0.0,Colombia_ATH_womens.csv
1988,1992,0,1,1,1.0,100.0,Colombia_ATH_womens.csv
1992,1996,1,0,-1,0.143,-14.29,Colombia_ATH_womens.csv
1996,2000,0,0,0,0.5,0.0,Colombia_ATH_womens.csv
2000,2004,0,0,0,0.571,0.0,Colombia_ATH_womens.csv
2004,2008,0,0,0,0.286,0.0,Colombia_ATH_womens.csv
2008,2012,0,1,1,0.211,21.05,Colombia_ATH_womens.csv
2012,2016,1,1,0,0.467,0.0,Colombia_ATH_womens.csv
2016,2020,1,1,0,0.0,0.0,Colombia_ATH_womens.csv
2020,2024,1,0,-1,0.3,-30.0,Colombia_ATH_womens.csv
2020,2024,0,0,0,1.0,0.0,Nicaragua_JUD_womens.csv
2016,2020,1,0,-1,0.0,-0.0,Niger_TKW_mens.csv
2020,2024,0,0,0,0.0,0.0,Niger_TKW_mens.csv
1996,2000,2,2,0,0.0,0.0,Czech_Republic-1_CSL_mens.csv
2000,2004,2,2,0,0.0,0.0,Czech_Republic-1_CSL_mens.csv
2004,2012,2,0,-2,1.0,-100.0,Czech_Republic-1_CSL_mens.csv
1932,1936,0,0,0,0.0,0.0,Japan_DIV_womens.csv
1936,1952,0,0,0,0.0,0.0,Japan_DIV_womens.csv
1952,1956,0,0,0,0.0,0.0,Japan_DIV_womens.csv
1956,1960,0,0,0,0.5,0.0,Japan_DIV_womens.csv
1960,1964,0,0,0,0.5,0.0,Japan_DIV_womens.csv
1964,1968,0,0,0,1.0,0.0,Japan_DIV_womens.csv
1968,1972,0,0,0,0.5,0.0,Japan_DIV_womens.csv
1972,1976,0,0,0,0.0,0.0,Japan_DIV_womens.csv
1976,1984,0,0,0,0.0,0.0,Japan_DIV_womens.csv
1984,1988,0,0,0,0.0,0.0,Japan_DIV_womens.csv
1988,1992,0,0,0,1.0,0.0,Japan_DIV_womens.csv
1992,1996,0,0,0,1.0,0.0,Japan_DIV_womens.csv
1996,2004,0,0,0,0.0,0.0,Japan_DIV_womens.csv
2004,2008,0,0,0,0.0,0.0,Japan_DIV_womens.csv
2008,2012,0,0,0,1.0,0.0,Japan_DIV_womens.csv
2012,2016,0,0,0,0.0,0.0,Japan_DIV_womens.csv
2016,2020,0,0,0,0.2,0.0,Japan_DIV_womens.csv
2020,2024,0,0,0,1.0,0.0,Japan_DIV_womens.csv
1936,1948,0,0,0,0.286,0.0,Brazil_FEN_mens.csv
1948,1952,0,0,0,0.4,0.0,Brazil_FEN_mens.csv
1952,1968,0,0,0,0.25,0.0,Brazil_FEN_mens.csv
1968,1976,0,0,0,1.0,0.0,Brazil_FEN_mens.csv
1976,1988,0,0,0,0.0,0.0,Brazil_FEN_mens.csv
1988,1992,0,0,0,0.25,0.0,Brazil_FEN_mens.csv
1992,2000,0,0,0,0.0,0.0,Brazil_FEN_mens.csv
2000,2004,0,0,0,0.0,0.0,Brazil_FEN_mens.csv
2004,2008,0,0,0,0.5,0.0,Brazil_FEN_mens.csv
2008,2012,0,0,0,0.333,0.0,Brazil_FEN_mens.csv
2012,2016,0,0,0,0.333,0.0,Brazil_FEN_mens.csv
2016,2020,0,0,0,1.0,0.0,Brazil_FEN_mens.csv
2020,2024,0,0,0,1.0,0.0,Brazil_FEN_mens.csv
1972,1976,1,2,1,0.0,0.0,Russia_ARC_womens.csv
1976,1980,2,2,0,0.0,0.0,Russia_ARC_womens.csv
1980,1988,2,0,-2,0.333,-33.33,Russia_ARC_womens.csv
1988,1996,0,0,0,0.0,0.0,Russia_ARC_womens.csv
1996,2000,0,0,0,0.0,0.0,Russia_ARC_womens.csv
2000,2004,0,0,0,0.333,0.0,Russia_ARC_womens.csv
2004,2008,0,0,0,0.0,0.0,Russia_ARC_womens.csv
2008,2012,0,0,0,0.0,0.0,Russia_ARC_womens.csv
2012,2016,0,3,3,0.667,200.0,Russia_ARC_womens.csv
2016,2020,3,4,1,0.0,0.0,Russia_ARC_womens.csv
2020,2024,1,2,1,0.0,0.0,Italy_CSP_mens.csv
1908,1912,1,0,-1,0.5,-50.0,Hungary_ROW_mens.csv
1912,1924,0,0,0,0.0,0.0,Hungary_ROW_mens.csv
1924,1928,0,0,0,0.5,0.0,Hungary_ROW_mens.csv
1928,1936,0,0,0,0.0,0.0,Hungary_ROW_mens.csv
1936,1948,0,3,3,0.111,33.33,Hungary_ROW_mens.csv
1948,1952,3,0,-3,0.333,-33.33,Hungary_ROW_mens.csv
1952,1956,0,0,0,0.5,0.0,Hungary_ROW_mens.csv
1956,1960,0,0,0,0.111,0.0,Hungary_ROW_mens.csv
1960,1968,0,4,4,0.167,66.67,Hungary_ROW_mens.csv
1968,1972,4,0,-4,0.4,-40.0,Hungary_ROW_mens.csv
1972,1980,0,0,0,0.1,0.0,Hungary_ROW_mens.csv
1980,1988,0,0,0,0.0,0.0,Hungary_ROW_mens.csv
1988,1992,0,0,0,0.2,0.0,Hungary_ROW_mens.csv
1992,1996,0,0,0,0.667,0.0,Hungary_ROW_mens.csv
1996,2000,0,0,0,0.0,0.0,Hungary_ROW_mens.csv
2000,2004,0,0,0,0.25,0.0,Hungary_ROW_mens.csv
2004,2008,0,0,0,1.0,0.0,Hungary_ROW_mens.csv
2008,2012,0,0,0,0.5,0.0,Hungary_ROW_mens.csv
2012,2016,0,0,0,0.333,0.0,Hungary_ROW_mens.csv
2016,2020,0,0,0,0.0,0.0,Hungary_ROW_mens.csv
2020,2024,0,0,0,0.0,0.0,Hungary_ROW_mens.csv
1936,1948,0,0,0,0.0,0.0,Hungary_CSL_mens.csv
1948,1952,0,4,4,0.091,36.36,Hungary_CSL_mens.csv
1952,1956,4,10,6,0.167,25.0,Hungary_CSL_mens.csv
1956,1960,10,10,0,0.286,0.0,Hungary_CSL_mens.csv
1960,1964,10,1,-9,0.625,-56.25,Hungary_CSL_mens.csv
1964,1968,1,10,9,0.25,225.0,Hungary_CSL_mens.csv
1968,1972,10,4,-6,0.1,-6.0,Hungary_CSL_mens.csv
1972,1976,4,9,5,0.5,62.5,Hungary_CSL_mens.csv
1976,1980,9,4,-5,0.615,-34.19,Hungary_CSL_mens.csv
1980,1988,4,7,3,0.083,6.25,Hungary_CSL_mens.csv
1988,1992,7,6,-1,0.5,-7.14,Hungary_CSL_mens.csv
1992,1996,6,10,4,0.5,33.33,Hungary_CSL_mens.csv
1996,2000,10,11,1,0.545,5.45,Hungary_CSL_mens.csv
2000,2004,11,7,-4,0.545,-19.83,Hungary_CSL_mens.csv
2004,2008,7,3,-4,0.5,-28.57,Hungary_CSL_mens.csv
2008,2012,3,6,3,0.25,25.0,Hungary_CSL_mens.csv
2012,2016,6,0,-6,0.0,-0.0,Hungary_CSL_mens.csv
1996,2000,0,0,0,0.2,0.0,Kyrgyzstan_BOX_mens.csv
2000,2004,0,0,0,0.0,0.0,Kyrgyzstan_BOX_mens.csv
2004,2008,0,0,0,1.0,0.0,Kyrgyzstan_BOX_mens.csv
2008,2016,0,0,0,0.0,0.0,Kyrgyzstan_BOX_mens.csv
2016,2024,0,1,1,0.0,0.0,Kyrgyzstan_BOX_mens.csv
1992,1996,0,0,0,0.667,0.0,Canada_BDM_womens.csv
1996,2000,0,0,0,0.0,0.0,Canada_BDM_womens.csv
2000,2004,0,0,0,0.0,0.0,Canada_BDM_womens.csv
2004,2008,0,0,0,0.0,0.0,Canada_BDM_womens.csv
2008,2012,0,0,0,0.0,0.0,Canada_BDM_womens.csv
2012,2016,0,0,0,1.0,0.0,Canada_BDM_womens.csv
2016,2020,0,0,0,0.0,0.0,Canada_BDM_womens.csv
2020,2024,0,0,0,1.0,0.0,Canada_BDM_womens.csv
2008,2012,0,0,0,0.0,0.0,Montenegro_ATH_mens.csv
2012,2016,0,0,0,1.0,0.0,Montenegro_ATH_mens.csv
2016,2020,0,0,0,1.0,0.0,Montenegro_ATH_mens.csv
2020,2024,0,0,0,0.0,0.0,Montenegro_ATH_mens.csv
1948,1956,0,0,0,0.0,0.0,Australia_SHO_mens.csv
1956,1960,0,0,0,0.429,0.0,Australia_SHO_mens.csv
1960,1964,0,0,0,0.5,0.0,Australia_SHO_mens.csv
1964,1968,0,0,0,0.333,0.0,Australia_SHO_mens.csv
1968,1972,0,0,0,0.25,0.0,Australia_SHO_mens.csv
1972,1976,0,0,0,0.333,0.0,Australia_SHO_mens.csv
1976,1980,0,0,0,0.0,0.0,Australia_SHO_mens.csv
1980,1984,0,0,0,0.0,0.0,Australia_SHO_mens.csv
1984,1988,0,0,0,0.4,0.0,Australia_SHO_mens.csv
1988,1992,0,0,0,0.5,0.0,Australia_SHO_mens.csv
1992,1996,0,2,2,0.5,100.0,Australia_SHO_mens.csv
1996,2000,2,2,0,0.231,0.0,Australia_SHO_mens.csv
2000,2004,2,1,-1,0.308,-15.38,Australia_SHO_mens.csv
2004,2008,1,1,0,0.727,0.0,Australia_SHO_mens.csv
2008,2012,1,0,-1,0.4,-40.0,Australia_SHO_mens.csv
2012,2016,0,0,0,0.583,0.0,Australia_SHO_mens.csv
2016,2020,0,0,0,0.625,0.0,Australia_SHO_mens.csv
2020,2024,0,0,0,0.667,0.0,Australia_SHO_mens.csv
1988,1996,0,0,0,0.5,0.0,Russia_TTE_mens.csv
1996,2004,0,0,0,0.5,0.0,Russia_TTE_mens.csv
2004,2008,0,0,0,0.667,0.0,Russia_TTE_mens.csv
2008,2012,0,0,0,0.333,0.0,Russia_TTE_mens.csv
2012,2016,0,0,0,1.0,0.0,Russia_TTE_mens.csv
2016,2020,0,0,0,0.0,0.0,Russia_TTE_mens.csv
2004,2008,0,0,0,0.0,0.0,Czech_Republic_MPN_womens.csv
2008,2012,0,0,0,0.0,0.0,Czech_Republic_MPN_womens.csv
2012,2016,0,0,0,0.0,0.0,Czech_Republic_MPN_womens.csv
1900,1912,0,0,0,0.0,0.0,Russia_FEN_mens.csv
1912,1952,0,0,0,0.0,0.0,Russia_FEN_mens.csv
1952,1956,0,6,6,0.235,141.18,Russia_FEN_mens.csv
1956,1960,6,13,7,0.533,62.22,Russia_FEN_mens.csv
1960,1964,13,13,0,0.6,0.0,Russia_FEN_mens.csv
1964,1968,13,17,4,0.533,16.41,Russia_FEN_mens.csv
1968,1972,17,17,0,0.533,0.0,Russia_FEN_mens.csv
1972,1976,17,9,-8,0.462,-21.72,Russia_FEN_mens.csv
1976,1980,9,19,10,0.615,68.38,Russia_FEN_mens.csv
1980,1988,19,17,-2,0.133,-1.4,Russia_FEN_mens.csv
1988,1996,17,12,-5,0.222,-6.54,Russia_FEN_mens.csv
1996,2000,12,5,-7,0.625,-36.46,Russia_FEN_mens.csv
2000,2004,5,9,4,0.273,21.82,Russia_FEN_mens.csv
2004,2008,9,0,-9,0.5,-50.0,Russia_FEN_mens.csv
2008,2012,0,1,1,0.25,25.0,Russia_FEN_mens.csv
2012,2016,1,4,3,0.556,166.67,Russia_FEN_mens.csv
2016,2020,4,8,4,0.25,25.0,Russia_FEN_mens.csv
1996,2000,1,3,2,0.333,66.67,Ukraine_ARC_womens.csv
2000,2004,3,0,-3,0.333,-33.33,Ukraine_ARC_womens.csv
2004,2008,0,0,0,0.5,0.0,Ukraine_ARC_womens.csv
2008,2012,0,0,0,0.0,0.0,Ukraine_ARC_womens.csv
2012,2016,0,0,0,0.333,0.0,Ukraine_ARC_womens.csv
2016,2020,0,0,0,0.333,0.0,Ukraine_ARC_womens.csv
2020,2024,0,0,0,1.0,0.0,Ukraine_ARC_womens.csv
1988,1992,0,0,0,0.5,0.0,Czechoslovakia_TTE_womens.csv
2008,2012,0,0,0,0.0,0.0,North_Korea_FBL_womens.csv
2004,2024,0,0,0,0.0,0.0,Nicaragua_SHO_womens.csv
1976,1980,0,0,0,1.0,0.0,Italy_ARC_womens.csv
1980,1984,0,0,0,0.0,0.0,Italy_ARC_womens.csv
1984,1992,0,0,0,0.0,0.0,Italy_ARC_womens.csv
1992,1996,0,0,0,0.0,0.0,Italy_ARC_womens.csv
1996,2000,0,0,0,0.0,0.0,Italy_ARC_womens.csv
2000,2004,0,0,0,1.0,0.0,Italy_ARC_womens.csv
2004,2008,0,0,0,0.333,0.0,Italy_ARC_womens.csv
2008,2012,0,0,0,0.667,0.0,Italy_ARC_womens.csv
2012,2016,0,0,0,0.0,0.0,Italy_ARC_womens.csv
2016,2020,0,1,1,0.333,33.33,Italy_ARC_womens.csv
2020,2024,1,0,-1,1.0,-100.0,Italy_ARC_womens.csv
2020,2024,0,0,0,1.0,0.0,Slovakia_CRD_mens.csv
2012,2016,0,0,0,1.0,0.0,Panama_TKW_womens.csv
1912,1920,0,0,0,0.0,0.0,Denmark_TEN_mens.csv
1920,1924,0,0,0,0.25,0.0,Denmark_TEN_mens.csv
1924,1988,0,0,0,0.0,0.0,Denmark_TEN_mens.csv
1988,1992,0,0,0,0.0,0.0,Denmark_TEN_mens.csv
1992,1996,0,0,0,1.0,0.0,Denmark_TEN_mens.csv
1996,2000,0,0,0,0.0,0.0,Denmark_TEN_mens.csv
2020,2024,0,0,0,0.0,0.0,Norway_CRD_mens.csv
1900,1912,1,0,-1,0.0,-0.0,Luxembourg_ATH_mens.csv
1912,1920,0,0,0,0.0,0.0,Luxembourg_ATH_mens.csv
1920,1924,0,0,0,0.333,0.0,Luxembourg_ATH_mens.csv
1924,1928,0,0,0,0.0,0.0,Luxembourg_ATH_mens.csv
1928,1936,0,0,0,0.0,0.0,Luxembourg_ATH_mens.csv
1936,1948,0,0,0,0.0,0.0,Luxembourg_ATH_mens.csv
1948,1952,0,1,1,0.286,28.57,Luxembourg_ATH_mens.csv
1952,1956,1,0,-1,1.0,-100.0,Luxembourg_ATH_mens.csv
1956,1960,0,0,0,0.0,0.0,Luxembourg_ATH_mens.csv
1960,1964,0,0,0,0.667,0.0,Luxembourg_ATH_mens.csv
1964,1968,0,0,0,1.0,0.0,Luxembourg_ATH_mens.csv
1968,1972,0,0,0,1.0,0.0,Luxembourg_ATH_mens.csv
1972,1976,0,0,0,0.0,0.0,Luxembourg_ATH_mens.csv
1976,1980,0,0,0,1.0,0.0,Luxembourg_ATH_mens.csv
1980,1984,0,0,0,0.0,0.0,Luxembourg_ATH_mens.csv
1984,1988,0,0,0,0.0,0.0,Luxembourg_ATH_mens.csv
1988,2004,0,0,0,0.0,0.0,Luxembourg_ATH_mens.csv
2004,2016,0,0,0,0.0,0.0,Luxembourg_ATH_mens.csv
2016,2020,0,0,0,0.0,0.0,Luxembourg_ATH_mens.csv
2020,2024,0,0,0,0.5,0.0,Luxembourg_ATH_mens.csv
1984,1988,0,0,0,0.0,0.0,Uganda_WLF_mens.csv
1988,1996,0,0,0,1.0,0.0,Uganda_WLF_mens.csv
1996,2012,0,0,0,0.0,0.0,Uganda_WLF_mens.csv
2020,2024,0,0,0,1.0,0.0,Finland_EDR_mens.csv
1996,2000,15,15,0,0.533,0.0,United_States_SBL_womens.csv
2000,2004,15,15,0,0.4,0.0,United_States_SBL_womens.csv
2004,2008,15,15,0,0.667,0.0,United_States_SBL_womens.csv
2008,2020,15,15,0,0.067,0.0,United_States_SBL_womens.csv
1972,1976,0,0,0,0.0,0.0,Israel_SAL_mens.csv
1976,1984,0,0,0,0.2,0.0,Israel_SAL_mens.csv
1984,1988,0,0,0,0.5,0.0,Israel_SAL_mens.csv
1988,1992,0,0,0,0.4,0.0,Israel_SAL_mens.csv
1992,1996,0,1,1,0.0,0.0,Israel_SAL_mens.csv
1996,2000,1,0,-1,0.0,-0.0,Israel_SAL_mens.csv
2000,2004,0,1,1,0.0,0.0,Israel_SAL_mens.csv
2004,2008,1,1,0,0.667,0.0,Israel_SAL_mens.csv
2008,2012,1,0,-1,0.667,-66.67,Israel_SAL_mens.csv
2012,2016,0,0,0,0.333,0.0,Israel_SAL_mens.csv
2016,2020,0,0,0,0.0,0.0,Israel_SAL_mens.csv
2020,2024,0,1,1,0.0,0.0,Israel_SAL_mens.csv
1948,1952,0,0,0,0.0,0.0,Argentina_MPN_mens.csv
1952,1956,0,0,0,1.0,0.0,Argentina_MPN_mens.csv
1956,1960,0,0,0,0.333,0.0,Argentina_MPN_mens.csv
1960,2016,0,0,0,0.0,0.0,Argentina_MPN_mens.csv
2016,2020,0,0,0,0.0,0.0,Argentina_MPN_mens.csv
2020,2024,0,0,0,0.0,0.0,Argentina_MPN_mens.csv
2000,2004,0,0,0,0.0,0.0,Cuba_ARC_womens.csv
1972,1984,0,0,0,0.0,0.0,Tunisia_VVO_mens.csv
1984,1988,0,0,0,0.333,0.0,Tunisia_VVO_mens.csv
1988,1996,0,0,0,0.083,0.0,Tunisia_VVO_mens.csv
1996,2004,0,0,0,0.273,0.0,Tunisia_VVO_mens.csv
2004,2012,0,0,0,0.083,0.0,Tunisia_VVO_mens.csv
2012,2020,0,0,0,0.167,0.0,Tunisia_VVO_mens.csv
1996,2000,0,0,0,0.25,0.0,Croatia_SWM_womens.csv
2000,2004,0,0,0,0.5,0.0,Croatia_SWM_womens.csv
2004,2008,0,0,0,0.5,0.0,Croatia_SWM_womens.csv
2008,2012,0,0,0,0.333,0.0,Croatia_SWM_womens.csv
2012,2016,0,0,0,0.0,0.0,Croatia_SWM_womens.csv
2016,2020,0,0,0,0.0,0.0,Croatia_SWM_womens.csv
2020,2024,0,0,0,0.0,0.0,Croatia_SWM_womens.csv
2020,2024,0,0,0,1.0,0.0,India_SAL_womens.csv
2012,2020,0,0,0,0.0,0.0,Poland_VBV_mens.csv
2020,2024,0,0,0,1.0,0.0,Poland_VBV_mens.csv
2008,2012,1,0,-1,0.0,-0.0,Vietnam_WLF_mens.csv
2012,2016,0,0,0,0.333,0.0,Vietnam_WLF_mens.csv
2016,2020,0,0,0,0.0,0.0,Vietnam_WLF_mens.csv
2020,2024,0,0,0,0.0,0.0,Vietnam_WLF_mens.csv
1952,1960,0,0,0,0.333,0.0,Portugal_GAR_womens.csv
1960,1964,0,0,0,1.0,0.0,Portugal_GAR_womens.csv
1964,1968,0,0,0,1.0,0.0,Portugal_GAR_womens.csv
1968,1980,0,0,0,0.0,0.0,Portugal_GAR_womens.csv
1980,1988,0,0,0,0.0,0.0,Portugal_GAR_womens.csv
1988,1996,0,0,0,0.0,0.0,Portugal_GAR_womens.csv
1996,2012,0,0,0,0.0,0.0,Portugal_GAR_womens.csv
2012,2016,0,0,0,0.0,0.0,Portugal_GAR_womens.csv
2016,2020,0,0,0,0.0,0.0,Portugal_GAR_womens.csv
2020,2024,0,0,0,1.0,0.0,Portugal_GAR_womens.csv
1948,1952,3,8,5,0.8,133.33,Jamaica_ATH_mens.csv
1952,1956,8,0,-8,0.0,-0.0,Jamaica_ATH_mens.csv
1956,1964,0,0,0,0.273,0.0,Jamaica_ATH_mens.csv
1964,1968,0,1,1,0.3,30.0,Jamaica_ATH_mens.csv
1968,1972,1,1,0,0.273,0.0,Jamaica_ATH_mens.csv
1972,1976,1,2,1,0.6,60.0,Jamaica_ATH_mens.csv
1976,1980,2,1,-1,0.222,-11.11,Jamaica_ATH_mens.csv
1980,1984,1,5,4,0.278,111.11,Jamaica_ATH_mens.csv
1984,1988,5,6,1,0.333,6.67,Jamaica_ATH_mens.csv
1988,1992,6,1,-5,0.429,-35.71,Jamaica_ATH_mens.csv
1992,1996,1,7,6,0.263,157.89,Jamaica_ATH_mens.csv
1996,2000,7,7,0,0.3,0.0,Jamaica_ATH_mens.csv
2000,2004,7,1,-6,0.429,-36.73,Jamaica_ATH_mens.csv
2004,2008,1,2,1,0.476,47.62,Jamaica_ATH_mens.csv
2008,2012,2,11,9,0.273,122.73,Jamaica_ATH_mens.csv
2012,2016,11,14,3,0.348,9.49,Jamaica_ATH_mens.csv
2016,2020,14,2,-12,0.192,-16.48,Jamaica_ATH_mens.csv
2020,2024,2,5,3,0.233,35.0,Jamaica_ATH_mens.csv
1964,1972,0,0,0,0.0,0.0,Philippines_JUD_mens.csv
1972,1988,0,0,0,0.0,0.0,Philippines_JUD_mens.csv
1988,1992,0,0,0,1.0,0.0,Philippines_JUD_mens.csv
1992,2012,0,0,0,0.0,0.0,Philippines_JUD_mens.csv
2012,2016,0,0,0,0.0,0.0,Philippines_JUD_mens.csv
1968,1988,0,0,0,0.0,0.0,Indonesia_SAL_mens.csv
1988,1996,0,0,0,0.0,0.0,Indonesia_SAL_mens.csv
1996,2000,0,0,0,1.0,0.0,Indonesia_SAL_mens.csv
2000,2004,0,0,0,1.0,0.0,Indonesia_SAL_mens.csv
2004,2008,0,0,0,1.0,0.0,Indonesia_SAL_mens.csv
1992,1996,0,0,0,0.5,0.0,Mauritius_BDM_mens.csv
1996,2000,0,0,0,0.667,0.0,Mauritius_BDM_mens.csv
2000,2020,0,0,0,0.0,0.0,Mauritius_BDM_mens.csv
2020,2024,0,0,0,1.0,0.0,Mauritius_BDM_mens.csv
1992,1996,0,0,0,1.0,0.0,San_Marino_ARC_mens.csv
1996,2012,0,0,0,0.0,0.0,San_Marino_ARC_mens.csv
1948,1956,0,0,0,0.0,0.0,Singapore_ATH_mens.csv
1956,1968,0,0,0,0.0,0.0,Singapore_ATH_mens.csv
1968,1972,0,0,0,0.0,0.0,Singapore_ATH_mens.csv
1972,1996,0,0,0,0.0,0.0,Singapore_ATH_mens.csv
1996,2004,0,0,0,0.0,0.0,Singapore_ATH_mens.csv
2004,2008,0,0,0,0.0,0.0,Singapore_ATH_mens.csv
2008,2012,0,0,0,0.0,0.0,Singapore_ATH_mens.csv
2012,2016,0,0,0,0.0,0.0,Singapore_ATH_mens.csv
2016,2024,0,0,0,0.0,0.0,Singapore_ATH_mens.csv
2000,2004,0,0,0,0.0,0.0,Ireland_CTR_womens.csv
2004,2016,0,0,0,0.0,0.0,Ireland_CTR_womens.csv
2016,2020,0,0,0,0.0,0.0,Ireland_CTR_womens.csv
2020,2024,0,0,0,0.0,0.0,Ireland_CTR_womens.csv
1952,1960,0,0,0,0.0,0.0,Israel_SHO_mens.csv
1960,1964,0,0,0,0.333,0.0,Israel_SHO_mens.csv
1964,1968,0,0,0,0.25,0.0,Israel_SHO_mens.csv
1968,1972,0,0,0,1.0,0.0,Israel_SHO_mens.csv
1972,1976,0,0,0,0.0,0.0,Israel_SHO_mens.csv
1976,1984,0,0,0,0.0,0.0,Israel_SHO_mens.csv
1984,1988,0,0,0,0.5,0.0,Israel_SHO_mens.csv
1988,1992,0,0,0,0.0,0.0,Israel_SHO_mens.csv
1992,1996,0,0,0,0.0,0.0,Israel_SHO_mens.csv
1996,2000,0,0,0,0.5,0.0,Israel_SHO_mens.csv
2000,2004,0,0,0,1.0,0.0,Israel_SHO_mens.csv
2004,2008,0,0,0,0.333,0.0,Israel_SHO_mens.csv
2008,2012,0,0,0,0.0,0.0,Israel_SHO_mens.csv
2012,2016,0,0,0,1.0,0.0,Israel_SHO_mens.csv
2016,2020,0,0,0,1.0,0.0,Israel_SHO_mens.csv
2020,2024,0,0,0,1.0,0.0,Israel_SHO_mens.csv
1996,2000,0,0,0,0.4,0.0,Ukraine_CSL_womens.csv
2000,2004,0,4,4,0.75,300.0,Ukraine_CSL_womens.csv
2004,2008,4,1,-3,1.0,-75.0,Ukraine_CSL_womens.csv
2008,2012,1,2,1,1.0,100.0,Ukraine_CSL_womens.csv
2012,2016,2,0,-2,0.0,-0.0,Ukraine_CSL_womens.csv
2016,2020,0,0,0,0.0,0.0,Ukraine_CSL_womens.csv
2020,2024,0,0,0,1.0,0.0,Ukraine_CSL_womens.csv
1992,2000,0,0,0,0.0,0.0,Bulgaria_JUD_womens.csv
2000,2004,0,0,0,1.0,0.0,Bulgaria_JUD_womens.csv
2004,2020,0,0,0,0.0,0.0,Bulgaria_JUD_womens.csv
2008,2016,0,0,0,0.0,0.0,Cuba_MPN_mens.csv
2016,2020,0,0,0,0.0,0.0,Cuba_MPN_mens.csv
2020,2024,0,0,0,0.0,0.0,Cuba_MPN_mens.csv
2016,2020,13,13,0,0.0,0.0,Fiji_RU7_mens.csv
2020,2024,13,14,1,0.143,1.1,Fiji_RU7_mens.csv
1984,1992,0,0,0,0.0,0.0,Bhutan_ARC_womens.csv
1992,1996,0,0,0,0.0,0.0,Bhutan_ARC_womens.csv
1996,2000,0,0,0,0.0,0.0,Bhutan_ARC_womens.csv
2000,2004,0,0,0,1.0,0.0,Bhutan_ARC_womens.csv
2004,2008,0,0,0,0.0,0.0,Bhutan_ARC_womens.csv
2008,2012,0,0,0,0.0,0.0,Bhutan_ARC_womens.csv
2012,2016,0,0,0,0.0,0.0,Bhutan_ARC_womens.csv
2016,2020,0,0,0,0.0,0.0,Bhutan_ARC_womens.csv
1960,1980,0,0,0,0.0,0.0,Italy_CSL_womens.csv
1980,1992,0,0,0,0.0,0.0,Italy_CSL_womens.csv
1992,1996,0,1,1,0.667,66.67,Italy_CSL_womens.csv
1996,2000,1,1,0,1.0,0.0,Italy_CSL_womens.csv
2000,2004,1,1,0,1.0,0.0,Italy_CSL_womens.csv
2004,2008,1,1,0,0.333,0.0,Italy_CSL_womens.csv
2008,2012,1,0,-1,0.667,-66.67,Italy_CSL_womens.csv
2012,2016,0,0,0,0.0,0.0,Italy_CSL_womens.csv
2016,2020,0,0,0,0.5,0.0,Italy_CSL_womens.csv
2020,2024,0,0,0,1.0,0.0,Italy_CSL_womens.csv
1976,1984,0,0,0,0.0,0.0,Puerto_Rico_ATH_womens.csv
1984,1988,0,0,0,1.0,0.0,Puerto_Rico_ATH_womens.csv
1988,1992,0,0,0,0.0,0.0,Puerto_Rico_ATH_womens.csv
1992,1996,0,0,0,1.0,0.0,Puerto_Rico_ATH_womens.csv
1996,2000,0,0,0,0.0,0.0,Puerto_Rico_ATH_womens.csv
2000,2004,0,0,0,0.0,0.0,Puerto_Rico_ATH_womens.csv
2004,2008,0,0,0,0.0,0.0,Puerto_Rico_ATH_womens.csv
2008,2012,0,0,0,0.5,0.0,Puerto_Rico_ATH_womens.csv
2012,2016,0,0,0,0.167,0.0,Puerto_Rico_ATH_womens.csv
2016,2020,0,1,1,1.0,100.0,Puerto_Rico_ATH_womens.csv
2020,2024,1,1,0,0.2,0.0,Puerto_Rico_ATH_womens.csv
1956,1960,0,0,0,0.0,0.0,Indonesia_SHO_mens.csv
1960,2024,0,0,0,0.0,0.0,Indonesia_SHO_mens.csv
1924,1928,1,0,-1,0.0,-0.0,Japan_WRF_mens.csv
1928,1932,0,0,0,0.0,0.0,Japan_WRF_mens.csv
1932,1936,0,0,0,0.0,0.0,Japan_WRF_mens.csv
1936,1952,0,2,2,0.0,0.0,Japan_WRF_mens.csv
1952,1956,2,3,1,0.0,0.0,Japan_WRF_mens.csv
1956,1960,3,1,-2,0.062,-4.17,Japan_WRF_mens.csv
1960,1964,1,6,5,0.125,62.5,Japan_WRF_mens.csv
1964,1968,6,5,-1,0.4,-6.67,Japan_WRF_mens.csv
1968,1972,5,4,-1,0.15,-3.0,Japan_WRF_mens.csv
1972,1976,4,6,2,0.2,10.0,Japan_WRF_mens.csv
1976,1984,6,9,3,0.05,2.5,Japan_WRF_mens.csv
1984,1988,9,4,-5,0.35,-19.44,Japan_WRF_mens.csv
